Kích_thước,Chiều_dài,Chu_vi,Màu_sắc,Chất_liệu,Kiểu_dáng,Họa_tiết,Phụ_kiện,Độ_dày,Tính_năng_đặc_biệt,Lứa_tuổi
L,178,108,Đen,Lụa,Váy,Trơn,Khóa kéo,Vừa,Chống nắng,Người lớn
XL,162,102,Trắng,Polyester,Áo khoác,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Người lớn
XXL,173,109,Tím,Cotton,Quần,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Người lớn
L,162,107,Đen,Polyester,Chân váy,Trơn,Thắt lưng,Vừa,Chống nắng,Người lớn
XL,158,110,Tím,Polyester,Áo khoác,Kẻ caro,Cúc,Vừa,Chống nước,Người lớn
XXL,165,94,Xám,Lụa,Váy,Đơn sắc,Khóa kéo,Vừa,Chống nước,Người lớn
L,179,105,Xám,Lụa,Áo sơ mi,Đơn sắc,Không,Vừa,Chống nắng,Người lớn
XL,171,102,Tím,Polyester,Quần,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Người lớn
XXL,152,101,Đen,Polyester,Áo sơ mi,Trơn,Khóa kéo,Vừa,Giữ ấm,Người lớn
L,158,109,Đen,Cotton,Áo len,Đơn sắc,Thắt lưng,Dày,Chống nắng,Người lớn
XL,178,110,Tím,Lụa,Váy,Đơn sắc,Cúc,Vừa,Thoáng khí,Người lớn
XXL,179,97,Xám,Lụa,Áo len,Trơn,Cúc,Dày,Chống nắng,Người lớn
L,161,92,Tím,Polyester,Quần,Kẻ caro,Không,Dày,Chống nước,Người lớn
XL,166,91,Đen,Lụa,Quần,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
XXL,179,95,Tím,Cotton,Áo sơ mi,Đơn sắc,Thắt lưng,Vừa,Chống nước,Người lớn
L,174,103,Trắng,Denim,Áo khoác,Trơn,Thắt lưng,Dày,Giữ ấm,Người lớn
XL,161,108,Tím,Cotton,Áo khoác,Kẻ caro,Cúc,Dày,Chống nắng,Người lớn
XXL,176,103,Trắng,Denim,Quần,Kẻ caro,Khóa kéo,Vừa,Chống nắng,Người lớn
L,159,104,Đen,Denim,Váy,Trơn,Không,Vừa,Chống nước,Người lớn
XL,156,108,Trắng,Cotton,Chân váy,Kẻ caro,Khóa kéo,Dày,Giữ ấm,Người lớn
XXL,171,96,Xám,Lụa,Quần,Đơn sắc,Khóa kéo,Dày,Giữ ấm,Người lớn
L,168,110,Tím,Polyester,Áo khoác,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Người lớn
XL,162,92,Xám,Lụa,Chân váy,Trơn,Khóa kéo,Dày,Chống nắng,Người lớn
XXL,174,104,Xám,Denim,Chân váy,Đơn sắc,Thắt lưng,Vừa,Chống nắng,Người lớn
L,160,90,Tím,Lụa,Áo khoác,Đơn sắc,Cúc,Dày,Thoáng khí,Người lớn
XL,178,107,Đen,Denim,Chân váy,Kẻ caro,Cúc,Dày,Giữ ấm,Người lớn
XXL,152,109,Đen,Polyester,Áo len,Kẻ caro,Cúc,Dày,Giữ ấm,Người lớn
L,175,91,Đen,Lụa,Quần,Đơn sắc,Không,Vừa,Giữ ấm,Người lớn
XL,157,93,Tím,Lụa,Chân váy,Đơn sắc,Cúc,Dày,Chống nước,Người lớn
XXL,165,102,Tím,Polyester,Quần,Kẻ caro,Không,Dày,Chống nước,Người lớn
L,155,99,Tím,Polyester,Áo khoác,Đơn sắc,Cúc,Vừa,Chống nước,Người lớn
XL,167,101,Đen,Polyester,Áo khoác,Trơn,Khóa kéo,Vừa,Thoáng khí,Người lớn
XXL,179,103,Xám,Cotton,Váy,Đơn sắc,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,171,94,Tím,Polyester,Áo khoác,Đơn sắc,Khóa kéo,Dày,Chống nắng,Người lớn
XL,172,100,Xám,Polyester,Chân váy,Đơn sắc,Không,Vừa,Thoáng khí,Người lớn
XXL,152,110,Trắng,Lụa,Áo sơ mi,Trơn,Cúc,Dày,Chống nắng,Người lớn
L,150,98,Trắng,Lụa,Áo khoác,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
XL,153,91,Trắng,Polyester,Áo len,Đơn sắc,Không,Vừa,Giữ ấm,Người lớn
XXL,166,102,Đen,Denim,Chân váy,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Người lớn
L,175,94,Đen,Polyester,Áo len,Đơn sắc,Khóa kéo,Dày,Chống nắng,Người lớn
XL,162,107,Tím,Polyester,Chân váy,Đơn sắc,Không,Dày,Chống nắng,Người lớn
XXL,160,93,Tím,Denim,Áo sơ mi,Đơn sắc,Cúc,Dày,Chống nắng,Người lớn
L,179,98,Tím,Cotton,Áo khoác,Kẻ caro,Thắt lưng,Dày,Giữ ấm,Người lớn
XL,157,91,Đen,Polyester,Quần,Đơn sắc,Thắt lưng,Dày,Chống nước,Người lớn
XXL,162,91,Xám,Lụa,Quần,Trơn,Thắt lưng,Vừa,Giữ ấm,Người lớn
L,176,92,Đen,Cotton,Áo len,Trơn,Cúc,Dày,Chống nắng,Người lớn
XL,159,104,Đen,Lụa,Chân váy,Trơn,Không,Vừa,Chống nắng,Người lớn
XXL,161,93,Tím,Lụa,Áo sơ mi,Trơn,Thắt lưng,Dày,Giữ ấm,Người lớn
L,152,100,Tím,Lụa,Chân váy,Đơn sắc,Thắt lưng,Dày,Chống nắng,Người lớn
XL,163,101,Trắng,Denim,Áo khoác,Trơn,Khóa kéo,Vừa,Giữ ấm,Người lớn
XXL,175,110,Đen,Polyester,Váy,Kẻ caro,Không,Dày,Giữ ấm,Người lớn
L,172,100,Xám,Cotton,Áo len,Trơn,Khóa kéo,Vừa,Thoáng khí,Người lớn
XL,158,101,Xám,Denim,Áo sơ mi,Kẻ caro,Cúc,Vừa,Chống nước,Người lớn
XXL,158,105,Tím,Cotton,Áo khoác,Kẻ caro,Không,Vừa,Chống nắng,Người lớn
L,153,91,Xám,Lụa,Áo len,Trơn,Không,Vừa,Giữ ấm,Người lớn
XL,178,91,Xám,Cotton,Quần,Đơn sắc,Khóa kéo,Dày,Chống nước,Người lớn
XXL,151,99,Xám,Cotton,Áo sơ mi,Đơn sắc,Khóa kéo,Dày,Giữ ấm,Người lớn
L,167,107,Xám,Polyester,Chân váy,Đơn sắc,Thắt lưng,Dày,Chống nước,Người lớn
XL,175,91,Trắng,Denim,Váy,Trơn,Cúc,Dày,Chống nước,Người lớn
XXL,169,104,Đen,Polyester,Váy,Kẻ caro,Khóa kéo,Dày,Giữ ấm,Người lớn
L,163,97,Tím,Polyester,Áo sơ mi,Đơn sắc,Không,Vừa,Chống nắng,Người lớn
XL,169,94,Trắng,Cotton,Chân váy,Kẻ caro,Không,Dày,Chống nước,Người lớn
XXL,171,92,Xám,Lụa,Quần,Đơn sắc,Thắt lưng,Dày,Chống nắng,Người lớn
L,152,110,Trắng,Lụa,Áo len,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Người lớn
XL,169,94,Tím,Lụa,Chân váy,Kẻ caro,Cúc,Vừa,Thoáng khí,Người lớn
XXL,169,90,Tím,Polyester,Áo khoác,Đơn sắc,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,175,106,Trắng,Cotton,Chân váy,Trơn,Cúc,Dày,Thoáng khí,Người lớn
XL,157,107,Trắng,Cotton,Áo khoác,Trơn,Không,Dày,Thoáng khí,Người lớn
XXL,167,99,Đen,Lụa,Áo len,Trơn,Cúc,Dày,Giữ ấm,Người lớn
L,160,91,Đen,Lụa,Áo sơ mi,Đơn sắc,Thắt lưng,Vừa,Thoáng khí,Người lớn
XL,166,92,Xám,Polyester,Áo khoác,Kẻ caro,Khóa kéo,Dày,Giữ ấm,Người lớn
XXL,158,106,Tím,Denim,Áo len,Kẻ caro,Cúc,Dày,Chống nước,Người lớn
L,151,101,Tím,Lụa,Váy,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Người lớn
XL,154,108,Tím,Polyester,Váy,Đơn sắc,Cúc,Dày,Chống nắng,Người lớn
XXL,180,109,Trắng,Polyester,Áo khoác,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,158,100,Trắng,Lụa,Áo sơ mi,Trơn,Không,Vừa,Chống nước,Người lớn
XL,165,92,Đen,Cotton,Váy,Đơn sắc,Không,Dày,Thoáng khí,Người lớn
XXL,164,90,Tím,Denim,Quần,Trơn,Thắt lưng,Vừa,Chống nước,Người lớn
L,170,104,Đen,Polyester,Áo len,Đơn sắc,Thắt lưng,Dày,Thoáng khí,Người lớn
XL,153,102,Xám,Denim,Áo khoác,Đơn sắc,Cúc,Vừa,Chống nước,Người lớn
XXL,166,106,Tím,Lụa,Áo sơ mi,Trơn,Không,Dày,Thoáng khí,Người lớn
L,173,91,Xám,Cotton,Váy,Kẻ caro,Cúc,Dày,Chống nắng,Người lớn
XL,167,109,Đen,Polyester,Áo len,Đơn sắc,Thắt lưng,Vừa,Chống nước,Người lớn
XXL,153,95,Tím,Denim,Áo khoác,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,160,104,Đen,Cotton,Váy,Trơn,Cúc,Dày,Chống nước,Người lớn
XL,179,99,Đen,Lụa,Chân váy,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Người lớn
XXL,175,96,Tím,Denim,Quần,Kẻ caro,Không,Vừa,Giữ ấm,Người lớn
L,158,106,Trắng,Cotton,Áo len,Đơn sắc,Cúc,Vừa,Chống nước,Người lớn
XL,174,104,Xám,Denim,Chân váy,Đơn sắc,Cúc,Dày,Chống nước,Người lớn
XXL,178,90,Xám,Polyester,Áo len,Đơn sắc,Thắt lưng,Dày,Chống nước,Người lớn
L,153,108,Đen,Polyester,Váy,Đơn sắc,Thắt lưng,Vừa,Chống nắng,Người lớn
XL,152,94,Trắng,Denim,Váy,Trơn,Thắt lưng,Dày,Thoáng khí,Người lớn
XXL,176,107,Xám,Polyester,Áo khoác,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,154,107,Tím,Polyester,Áo khoác,Trơn,Không,Dày,Chống nước,Người lớn
XL,156,104,Xám,Cotton,Váy,Đơn sắc,Thắt lưng,Dày,Thoáng khí,Người lớn
XXL,160,97,Đen,Cotton,Áo len,Kẻ caro,Không,Vừa,Chống nước,Người lớn
L,167,103,Đen,Lụa,Chân váy,Đơn sắc,Khóa kéo,Dày,Chống nắng,Người lớn
XL,179,93,Tím,Lụa,Quần,Đơn sắc,Thắt lưng,Dày,Thoáng khí,Người lớn
XXL,174,97,Tím,Cotton,Áo sơ mi,Kẻ caro,Không,Dày,Chống nắng,Người lớn
L,171,92,Xám,Lụa,Áo len,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Người lớn
XL,176,98,Tím,Lụa,Váy,Kẻ caro,Thắt lưng,Dày,Chống nắng,Người lớn
XXL,171,108,Xám,Cotton,Quần,Trơn,Cúc,Vừa,Chống nước,Người lớn
L,155,110,Tím,Cotton,Chân váy,Trơn,Khóa kéo,Dày,Chống nắng,Người lớn
XL,165,92,Trắng,Lụa,Chân váy,Kẻ caro,Thắt lưng,Vừa,Giữ ấm,Người lớn
XXL,163,104,Trắng,Polyester,Áo len,Đơn sắc,Không,Dày,Chống nước,Người lớn
L,150,97,Trắng,Denim,Áo sơ mi,Đơn sắc,Thắt lưng,Vừa,Thoáng khí,Người lớn
XL,170,110,Trắng,Cotton,Váy,Kẻ caro,Không,Vừa,Chống nắng,Người lớn
XXL,178,98,Tím,Lụa,Áo sơ mi,Trơn,Thắt lưng,Dày,Chống nước,Người lớn
L,154,93,Xám,Denim,Áo sơ mi,Trơn,Cúc,Vừa,Giữ ấm,Người lớn
XL,163,101,Đen,Cotton,Áo len,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
XXL,175,95,Xám,Cotton,Quần,Trơn,Thắt lưng,Vừa,Chống nước,Người lớn
L,169,106,Trắng,Cotton,Váy,Kẻ caro,Không,Vừa,Giữ ấm,Người lớn
XL,157,99,Xám,Cotton,Váy,Kẻ caro,Thắt lưng,Vừa,Chống nước,Người lớn
XXL,172,102,Đen,Cotton,Váy,Trơn,Không,Dày,Chống nắng,Người lớn
L,161,104,Đen,Polyester,Chân váy,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Người lớn
XL,173,99,Trắng,Lụa,Áo sơ mi,Trơn,Cúc,Vừa,Thoáng khí,Người lớn
XXL,151,92,Xám,Denim,Áo sơ mi,Kẻ caro,Cúc,Dày,Chống nắng,Người lớn
L,159,105,Đen,Denim,Áo khoác,Trơn,Thắt lưng,Vừa,Chống nắng,Người lớn
XL,164,100,Trắng,Cotton,Quần,Trơn,Không,Vừa,Thoáng khí,Người lớn
XXL,164,99,Xám,Lụa,Chân váy,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,150,99,Đen,Denim,Chân váy,Kẻ caro,Cúc,Vừa,Thoáng khí,Người lớn
XL,165,98,Xám,Lụa,Áo len,Trơn,Thắt lưng,Vừa,Thoáng khí,Người lớn
XXL,159,97,Tím,Cotton,Váy,Trơn,Khóa kéo,Vừa,Chống nắng,Người lớn
L,153,96,Đen,Polyester,Chân váy,Kẻ caro,Khóa kéo,Dày,Chống nước,Người lớn
XL,169,106,Tím,Cotton,Quần,Đơn sắc,Không,Dày,Thoáng khí,Người lớn
XXL,172,105,Xám,Lụa,Áo len,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Người lớn
L,165,96,Xám,Denim,Chân váy,Kẻ caro,Khóa kéo,Dày,Chống nắng,Người lớn
XL,157,109,Đen,Cotton,Váy,Trơn,Không,Vừa,Thoáng khí,Người lớn
XXL,160,101,Tím,Cotton,Áo khoác,Trơn,Thắt lưng,Vừa,Giữ ấm,Người lớn
L,180,110,Tím,Lụa,Áo len,Đơn sắc,Không,Dày,Giữ ấm,Người lớn
XL,156,104,Trắng,Lụa,Váy,Trơn,Không,Dày,Chống nước,Người lớn
XXL,155,90,Tím,Polyester,Áo len,Đơn sắc,Cúc,Vừa,Thoáng khí,Người lớn
L,176,102,Trắng,Lụa,Chân váy,Trơn,Cúc,Vừa,Chống nước,Người lớn
XL,157,100,Đen,Denim,Chân váy,Kẻ caro,Khóa kéo,Dày,Chống nước,Người lớn
XXL,177,102,Trắng,Cotton,Áo len,Đơn sắc,Thắt lưng,Dày,Chống nước,Người lớn
L,157,90,Trắng,Cotton,Áo khoác,Kẻ caro,Không,Vừa,Chống nước,Người lớn
XL,172,105,Tím,Denim,Áo len,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Người lớn
XXL,166,106,Tím,Cotton,Áo khoác,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Người lớn
L,155,102,Xám,Polyester,Áo len,Trơn,Khóa kéo,Vừa,Giữ ấm,Người lớn
XL,152,102,Xám,Polyester,Áo len,Trơn,Cúc,Dày,Chống nước,Người lớn
XXL,174,91,Tím,Polyester,Áo len,Trơn,Cúc,Dày,Thoáng khí,Người lớn
L,158,92,Xám,Cotton,Chân váy,Đơn sắc,Cúc,Vừa,Chống nước,Người lớn
XL,174,92,Xám,Denim,Váy,Kẻ caro,Thắt lưng,Dày,Giữ ấm,Người lớn
XXL,152,110,Xám,Polyester,Quần,Kẻ caro,Khóa kéo,Dày,Chống nước,Người lớn
L,165,109,Trắng,Denim,Chân váy,Đơn sắc,Thắt lưng,Vừa,Chống nước,Người lớn
XL,157,92,Xám,Lụa,Áo khoác,Trơn,Thắt lưng,Vừa,Chống nước,Người lớn
XXL,167,100,Xám,Cotton,Áo sơ mi,Đơn sắc,Thắt lưng,Vừa,Giữ ấm,Người lớn
L,172,108,Đen,Cotton,Chân váy,Trơn,Thắt lưng,Dày,Chống nắng,Người lớn
XL,173,96,Tím,Cotton,Áo sơ mi,Trơn,Không,Dày,Chống nước,Người lớn
XXL,167,97,Trắng,Lụa,Áo sơ mi,Đơn sắc,Cúc,Dày,Giữ ấm,Người lớn
L,162,100,Trắng,Denim,Áo khoác,Đơn sắc,Thắt lưng,Vừa,Chống nắng,Người lớn
XL,152,94,Xám,Polyester,Chân váy,Trơn,Thắt lưng,Vừa,Thoáng khí,Người lớn
XXL,178,91,Xám,Cotton,Chân váy,Kẻ caro,Khóa kéo,Dày,Giữ ấm,Người lớn
L,156,96,Tím,Cotton,Chân váy,Trơn,Không,Vừa,Giữ ấm,Người lớn
XL,162,101,Đen,Cotton,Áo khoác,Đơn sắc,Không,Vừa,Thoáng khí,Người lớn
XXL,169,91,Xám,Cotton,Quần,Kẻ caro,Khóa kéo,Dày,Giữ ấm,Người lớn
L,171,95,Tím,Polyester,Váy,Trơn,Không,Dày,Thoáng khí,Người lớn
XL,153,102,Trắng,Polyester,Áo sơ mi,Kẻ caro,Không,Dày,Chống nắng,Người lớn
XXL,157,95,Trắng,Lụa,Áo len,Trơn,Thắt lưng,Dày,Chống nắng,Người lớn
L,155,105,Tím,Denim,Áo sơ mi,Đơn sắc,Cúc,Dày,Giữ ấm,Người lớn
XL,168,99,Xám,Denim,Áo len,Trơn,Thắt lưng,Dày,Chống nắng,Người lớn
XXL,150,110,Xám,Lụa,Áo sơ mi,Đơn sắc,Khóa kéo,Dày,Chống nước,Người lớn
L,156,107,Tím,Cotton,Váy,Đơn sắc,Khóa kéo,Vừa,Thoáng khí,Người lớn
XL,166,93,Trắng,Cotton,Áo len,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Người lớn
XXL,153,105,Trắng,Cotton,Váy,Trơn,Không,Dày,Thoáng khí,Người lớn
L,167,93,Đen,Cotton,Quần,Đơn sắc,Không,Vừa,Thoáng khí,Người lớn
XL,176,91,Tím,Denim,Quần,Trơn,Cúc,Vừa,Chống nắng,Người lớn
XXL,153,106,Tím,Cotton,Chân váy,Trơn,Thắt lưng,Dày,Chống nước,Người lớn
L,154,107,Trắng,Cotton,Áo sơ mi,Trơn,Cúc,Dày,Giữ ấm,Người lớn
XL,162,100,Tím,Polyester,Váy,Đơn sắc,Thắt lưng,Dày,Chống nắng,Người lớn
XXL,150,103,Tím,Polyester,Áo khoác,Đơn sắc,Thắt lưng,Vừa,Giữ ấm,Người lớn
L,177,95,Trắng,Denim,Quần,Trơn,Không,Dày,Chống nắng,Người lớn
XL,154,107,Tím,Denim,Chân váy,Trơn,Cúc,Vừa,Thoáng khí,Người lớn
XXL,166,105,Đen,Denim,Quần,Đơn sắc,Không,Dày,Giữ ấm,Người lớn
L,163,99,Xám,Lụa,Quần,Trơn,Cúc,Vừa,Giữ ấm,Người lớn
XL,153,90,Tím,Denim,Quần,Kẻ caro,Không,Dày,Giữ ấm,Người lớn
XXL,180,92,Tím,Polyester,Váy,Trơn,Khóa kéo,Dày,Giữ ấm,Người lớn
L,179,109,Đen,Cotton,Váy,Kẻ caro,Không,Dày,Chống nước,Người lớn
XL,160,103,Xám,Lụa,Chân váy,Kẻ caro,Không,Vừa,Giữ ấm,Người lớn
XXL,150,95,Đen,Polyester,Áo sơ mi,Trơn,Cúc,Dày,Thoáng khí,Người lớn
L,179,110,Xám,Denim,Áo sơ mi,Trơn,Khóa kéo,Dày,Chống nước,Người lớn
XL,156,91,Tím,Denim,Váy,Trơn,Cúc,Vừa,Giữ ấm,Người lớn
XXL,159,93,Trắng,Lụa,Quần,Đơn sắc,Không,Dày,Chống nước,Người lớn
L,154,108,Tím,Lụa,Áo len,Trơn,Thắt lưng,Dày,Giữ ấm,Người lớn
XL,165,110,Tím,Lụa,Quần,Đơn sắc,Khóa kéo,Vừa,Giữ ấm,Người lớn
XXL,174,110,Trắng,Denim,Chân váy,Đơn sắc,Không,Dày,Giữ ấm,Người lớn
L,166,95,Xám,Denim,Quần,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Người lớn
XL,170,92,Tím,Polyester,Áo len,Trơn,Không,Vừa,Chống nước,Người lớn
XXL,164,102,Xám,Denim,Quần,Kẻ caro,Không,Dày,Thoáng khí,Người lớn
L,160,105,Đen,Polyester,Áo len,Kẻ caro,Cúc,Dày,Chống nước,Người lớn
XL,165,92,Đen,Polyester,Áo sơ mi,Trơn,Thắt lưng,Vừa,Chống nước,Người lớn
XXL,155,94,Xám,Cotton,Áo khoác,Trơn,Thắt lưng,Dày,Chống nắng,Người lớn
L,167,98,Xám,Denim,Áo khoác,Trơn,Khóa kéo,Dày,Chống nước,Người lớn
XL,159,96,Trắng,Polyester,Chân váy,Trơn,Không,Dày,Chống nước,Người lớn
XXL,160,109,Xám,Polyester,Quần,Kẻ caro,Thắt lưng,Dày,Chống nắng,Người lớn
L,179,91,Trắng,Polyester,Áo khoác,Trơn,Thắt lưng,Vừa,Chống nước,Người lớn
XL,158,101,Xám,Lụa,Áo sơ mi,Đơn sắc,Khóa kéo,Dày,Chống nắng,Người lớn
XXL,158,97,Đen,Polyester,Váy,Kẻ caro,Khóa kéo,Dày,Chống nước,Người lớn
L,170,110,Trắng,Polyester,Áo sơ mi,Trơn,Không,Vừa,Thoáng khí,Người lớn
XL,152,95,Tím,Cotton,Chân váy,Trơn,Thắt lưng,Vừa,Chống nắng,Người lớn
XXL,163,91,Tím,Polyester,Áo len,Trơn,Cúc,Dày,Thoáng khí,Người lớn
L,158,93,Đen,Polyester,Áo sơ mi,Kẻ caro,Thắt lưng,Dày,Chống nắng,Người lớn
XL,156,109,Trắng,Lụa,Áo len,Kẻ caro,Khóa kéo,Vừa,Giữ ấm,Người lớn
XXL,172,101,Tím,Lụa,Áo khoác,Trơn,Thắt lưng,Vừa,Giữ ấm,Người lớn
L,178,104,Đen,Denim,Áo sơ mi,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Người lớn
XL,179,109,Xám,Denim,Áo khoác,Trơn,Khóa kéo,Vừa,Chống nước,Người lớn
XXL,170,107,Xám,Cotton,Quần,Trơn,Không,Vừa,Thoáng khí,Người lớn
L,154,105,Tím,Denim,Váy,Kẻ caro,Thắt lưng,Dày,Chống nắng,Người lớn
XL,177,93,Trắng,Lụa,Quần,Đơn sắc,Không,Dày,Chống nước,Người lớn
XXL,161,105,Xám,Polyester,Áo khoác,Kẻ caro,Khóa kéo,Vừa,Giữ ấm,Người lớn
L,155,109,Trắng,Denim,Áo khoác,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Người lớn
XL,155,107,Xám,Denim,Áo sơ mi,Kẻ caro,Thắt lưng,Vừa,Chống nước,Người lớn
XXL,158,96,Trắng,Cotton,Áo len,Trơn,Cúc,Vừa,Chống nước,Người lớn
L,171,94,Xám,Lụa,Áo khoác,Kẻ caro,Cúc,Dày,Thoáng khí,Người lớn
XL,163,90,Xám,Denim,Áo sơ mi,Kẻ caro,Cúc,Dày,Giữ ấm,Người lớn
XXL,177,104,Trắng,Polyester,Áo khoác,Đơn sắc,Cúc,Dày,Giữ ấm,Người lớn
L,179,109,Xám,Cotton,Áo sơ mi,Đơn sắc,Cúc,Dày,Giữ ấm,Người lớn
XL,161,91,Tím,Cotton,Áo len,Trơn,Khóa kéo,Vừa,Chống nước,Người lớn
XXL,178,96,Trắng,Lụa,Áo sơ mi,Đơn sắc,Thắt lưng,Vừa,Thoáng khí,Người lớn
L,162,101,Đen,Cotton,Chân váy,Trơn,Không,Vừa,Thoáng khí,Người lớn
XL,150,106,Trắng,Polyester,Áo sơ mi,Trơn,Cúc,Dày,Giữ ấm,Người lớn
XXL,168,93,Trắng,Lụa,Áo len,Trơn,Khóa kéo,Dày,Giữ ấm,Người lớn
L,172,93,Tím,Cotton,Váy,Trơn,Cúc,Vừa,Giữ ấm,Người lớn
XL,153,90,Trắng,Polyester,Chân váy,Trơn,Thắt lưng,Vừa,Giữ ấm,Người lớn
XXL,176,103,Tím,Lụa,Váy,Kẻ caro,Cúc,Dày,Thoáng khí,Người lớn
L,157,101,Trắng,Cotton,Áo len,Kẻ caro,Không,Vừa,Chống nắng,Người lớn
XL,167,99,Trắng,Cotton,Áo len,Kẻ caro,Không,Vừa,Chống nắng,Người lớn
XXL,165,107,Trắng,Cotton,Áo len,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Người lớn
L,159,103,Đen,Lụa,Váy,Trơn,Khóa kéo,Dày,Giữ ấm,Người lớn
XL,172,92,Trắng,Polyester,Quần,Kẻ caro,Khóa kéo,Dày,Chống nước,Người lớn
XXL,166,97,Đen,Denim,Áo len,Trơn,Khóa kéo,Vừa,Thoáng khí,Người lớn
L,177,97,Trắng,Lụa,Quần,Đơn sắc,Thắt lưng,Dày,Thoáng khí,Người lớn
XL,165,104,Trắng,Polyester,Áo khoác,Kẻ caro,Thắt lưng,Dày,Chống nắng,Người lớn
XXL,173,93,Tím,Lụa,Váy,Đơn sắc,Thắt lưng,Vừa,Chống nước,Người lớn
L,158,99,Đen,Lụa,Áo sơ mi,Trơn,Khóa kéo,Vừa,Chống nắng,Người lớn
XL,170,110,Trắng,Denim,Chân váy,Kẻ caro,Không,Vừa,Giữ ấm,Người lớn
XXL,174,108,Xám,Cotton,Quần,Kẻ caro,Không,Dày,Chống nắng,Người lớn
L,165,99,Tím,Cotton,Váy,Kẻ caro,Cúc,Dày,Giữ ấm,Người lớn
XL,161,108,Xám,Lụa,Váy,Đơn sắc,Cúc,Dày,Giữ ấm,Người lớn
XXL,157,109,Xám,Polyester,Áo khoác,Đơn sắc,Thắt lưng,Vừa,Chống nước,Người lớn
L,150,107,Trắng,Lụa,Áo len,Trơn,Khóa kéo,Vừa,Chống nước,Người lớn
XL,162,92,Đen,Cotton,Quần,Trơn,Không,Dày,Chống nắng,Người lớn
XXL,164,97,Trắng,Lụa,Áo len,Đơn sắc,Thắt lưng,Vừa,Chống nước,Người lớn
L,164,103,Đen,Cotton,Quần,Kẻ caro,Thắt lưng,Dày,Giữ ấm,Người lớn
XL,165,90,Trắng,Denim,Chân váy,Kẻ caro,Khóa kéo,Vừa,Chống nắng,Người lớn
XXL,166,100,Xám,Denim,Áo sơ mi,Trơn,Không,Dày,Chống nước,Người lớn
L,166,92,Đen,Cotton,Quần,Đơn sắc,Khóa kéo,Vừa,Giữ ấm,Người lớn
XL,163,102,Đen,Lụa,Váy,Kẻ caro,Cúc,Dày,Chống nước,Người lớn
XXL,157,109,Đen,Polyester,Chân váy,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Người lớn
L,175,105,Trắng,Lụa,Áo len,Kẻ caro,Cúc,Dày,Giữ ấm,Người lớn
XL,156,104,Tím,Lụa,Áo len,Trơn,Cúc,Dày,Chống nước,Người lớn
XXL,161,109,Trắng,Lụa,Váy,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Người lớn
L,169,91,Tím,Polyester,Váy,Trơn,Không,Vừa,Chống nước,Người lớn
XL,173,101,Xám,Denim,Áo len,Trơn,Cúc,Dày,Giữ ấm,Người lớn
XXL,154,98,Đen,Polyester,Quần,Trơn,Thắt lưng,Vừa,Giữ ấm,Người lớn
L,157,101,Xám,Cotton,Áo len,Kẻ caro,Khóa kéo,Vừa,Chống nắng,Người lớn
XL,167,100,Xám,Lụa,Áo len,Đơn sắc,Thắt lưng,Vừa,Giữ ấm,Người lớn
XXL,158,95,Trắng,Denim,Váy,Trơn,Không,Vừa,Chống nước,Người lớn
L,174,101,Trắng,Denim,Quần,Trơn,Không,Dày,Thoáng khí,Người lớn
XL,177,110,Trắng,Cotton,Váy,Trơn,Khóa kéo,Vừa,Thoáng khí,Người lớn
XXL,155,108,Tím,Polyester,Áo len,Trơn,Thắt lưng,Vừa,Chống nước,Người lớn
L,174,109,Xám,Cotton,Chân váy,Trơn,Không,Vừa,Thoáng khí,Người lớn
XL,157,95,Xám,Denim,Áo len,Kẻ caro,Cúc,Dày,Chống nước,Người lớn
XXL,162,110,Trắng,Cotton,Áo len,Trơn,Cúc,Vừa,Chống nước,Người lớn
L,168,102,Đen,Lụa,Chân váy,Kẻ caro,Khóa kéo,Dày,Thoáng khí,Người lớn
